ID,LESSON,SUBJECT,TITLE,TIMESTAMP,VOLUME,PAGE,DESCRIPTION,BOOK_DESCRIPTION,INVENTOR
880,85-1,Card Magic Vol 1,Ludor Fiedler's Sure-Fire Force,1:15:27,7,82,"A wonderfully clever method that takes care of both forcing and vanishing a card, which you can make reappear wherever you want.",A card force where the magician forces a specific card on a spectator. ,Ludor Fiedler
881,85-1,Card Magic Vol 1,X Equals Five,1:24:09,7,84,An incredible paper-folding playing card revelation.,"A prediction trick where the magician writes a prediction on a piece of paper, which is then folded and placed aside. A spectator is asked to select a page from a book and concentrate on a word on that page. The magician then tears a page from the same book and writes something on it. The magician's writing is shown to match the spectator's selected word.",NONE
882,85-1,Card Magic Vol 1,Die-Duction,1:36:33,7,86,Know a card at any number rolled by 3 dice.,The magician correctly predicts the total of a spectator's dice rolls.,NONE
883,85-1,Card Magic Vol 1,Mental Thought Pin-Up Girls,1:57:17,7,91,Print your own business cards with your bare hands.,"The magician displays a board with several pin-up girls. [cite: 466, 467, 468] A spectator is asked to select a pin-up girl and concentrate on her. The magician then reveals the pin-up girl that the spectator was thinking of.",NONE
884,85-1,Card Magic Vol 1,"Oriental ""Decoder"" Prediction",2:09:58,7,93,How to decode strange alien messages.,"The magician presents a small, ornately decorated box and writes a prediction on a piece of paper, which is then placed aside. A spectator is invited to examine the box and finds a set of five colored stones inside. The spectator then selects one of the stones and places it in their pocket. The magician then opens the box and reveals that the remaining stones form a message that matches the prediction.",NONE
885,85-1,Card Magic Vol 1,Orville Meyer's Miniscape,2:23:40,7,95,A mini card escapes from inside a lamination.,"The magician displays a miniature stage setting and places it on a table. [cite: 472, 473, 474] A small doll is then placed on the stage. The magician covers the stage with a cloth, and a moment later the doll is found to have vanished.",Orville Meyer
886,85-1,Card Magic Vol 1,The Baxter-Lorayne Wrap-Around Reverse,2:36:38,7,98,How to reverse a chosen card in a deck placed out of reach on the table.,"A card is selected, returned to the deck, and the deck is shuffled. The magician then wraps the deck in a piece of paper. The spectator is asked to name their card, and the magician tears open the paper. The selected card is found to be reversed in the deck.",NONE
887,85-1,Card Magic Vol 1,Bob Baxter's Rising and Vanishing Card,2:43:17,7,103,"Make any card rise out of the deck while covered, and eventually vanish completely.","A card is selected and returned to the deck. The deck is placed in a glass. The spectator's card rises from the deck, and then vanishes.",Bob Baxter
888,85-2,Card Magic Vol 2,Irving Berk's Card-Forcing Box,0:00:10,7,105,Learn how to make a ungimmicked box that will force a card (or cards) or make a signed selection come to the top all while the deck is isolated inside.,"A card is selected and returned to the deck. The deck is placed in a box, and the spectator is asked to name their card. The box is opened, and the selected card is found to be the only card in the box.",Irving Berk
889,85-2,Card Magic Vol 2,Alan Alan's Rising Card,0:11:08,7,108,A cool gadget you can build and wear that allows you to make a card rise from an ordinary deck.,A card is selected and returned to the deck. The deck is placed in a glass. The spectator's card rises from the deck.,Alan Alan
890,85-2,Card Magic Vol 2,The Mesmerized Cards,0:30:34,7,112,Learn how to make cards magnetically cling to your palm.,"The magician displays a fan of cards, and the spectator selects one. The card is then placed back into the deck, and the deck is shuffled. The magician then shows the cards one by one, and the spectator's card is found to be reversed in the deck.",NONE
891,85-2,Card Magic Vol 2,Bet-A-Dollar Color Change,0:38:10,7,114,A nice and easy color-change that uses a bill and requires no sleight-of-hand.,"The magician holds a playing card face up in one hand. The magician then waves their other hand over the card, and the card visibly changes color.",NONE
892,85-2,Card Magic Vol 2,Topsy-Turvy Follow Me,0:45:44,7,116,A follow-the-leader-style packet trick which allows everyone to find their own cards.,"Two cards are selected and placed face up in the deck. The deck is then shuffled, and the two cards are found to have turned face down. The deck is shuffled again, and the two cards are found to have turned face up again.",NONE
893,85-2,Card Magic Vol 2,Tony Noice's Card Transposition,0:57:35,7,119,"If sleight-of-hand is your thing, you'll have some fun with this quick transposition sequence.","Two cards are selected and placed face up in the deck. The deck is then shuffled, and the two cards are found to have changed places.",Tony Noice
894,85-2,Card Magic Vol 2,Rising Cards from Envelope,1:06:56,7,121,"Using only a couple of common office supplies, you can perform a nifty rising card routine where everything ends clean.","The magician displays an envelope and a deck of cards. The deck is shuffled, and a spectator selects a card. The card is signed and returned to the deck. The deck is then placed in the envelope. The magician then causes several cards to rise from the envelope, one at a time. The last card to rise is the spectator's signed card.",NONE
895,85-2,Card Magic Vol 2,Seeing through the Deck,1:15:14,7,124,A strange (nearly self-working) way to pinpoint a selected card.,"The magician appears to have the ability to see through a deck of cards, identifying a spectator's chosen card.",NONE
896,85-2,Card Magic Vol 2,Two Hindu Shuffle Forces of More than One Card,1:30:59,7,128,"A number of ways to force, glimpse, and control cards with the Hindu Shuffle.","The magician shuffles a deck of cards using a Hindu Shuffle. The spectator is asked to call out ""stop"" at any point during the shuffle. The magician then shows the card that is at the bottom of the cut-off portion of the deck. 1  This is repeated several times, with the spectator selecting a different card each time.",NONE
897,85-2,Card Magic Vol 2,The Boston-Lorayne Card Change,1:43:37,7,133,A pretty color-change using a fan of cards.,"The magician holds a playing card face up in one hand. The magician then waves their other hand over the card, and the card visibly changes to a different card.",NONE
898,85-2,Card Magic Vol 2,Stripper Spin Reverse,1:48:42,7,135,Super-slick method to gain control over multiple cards using a mixture of sleight-of-hand and a common gimmicked deck.,The magician holds a playing card face up in one hand. The magician then causes the card to visibly spin around and change to a different card.,NONE
899,85-2,Card Magic Vol 2,The Non Telephone Telephone Trick,1:55:22,7,137,Magic mixed with a bit of math used to find multiple cards in a random process.,The magician displays a telephone on stage. The magician then proceeds to make a telephone call without dialing a number. The magician then has a conversation with the person on the other end of the line.,NONE
900,85-2,Card Magic Vol 2,A Red and Black Separation,2:14:42,7,139,You'll learn how to get the red and black cards to instantly separate even though you've mixed them together face-up.,"A deck of cards is shown, and the red and black cards are separated. The magician then shuffles the deck, and the cards are still separated by color.",NONE
901,86-1,Rope Magic,Tarbell's Chinese Rope Chain,0:00:10,7,145,A piece of rope tied into a chain of loops is cut into many short pieces and then magically restored.,"The magician displays a rope, which is then formed into a loop. The magician then causes the rope to visibly link and unlink itself.",Harlan Tarbell
902,86-1,Rope Magic,The Many-Cut Rope Mystery,0:06:54,7,147,"Repeatedly cut a long rope into a bunch of tiny pieces, and restore it.","The magician displays a rope, which is then cut into several pieces. The magician then ties the pieces together, and the rope is restored.",NONE
903,86-1,Rope Magic,Tarbell's Sympathetic Ropes,0:16:09,7,150,"Tie a knot in one rope and a knot appears in the other. Untie the knot, and it's gone from the other. You can even cut one and the other one will also, magically, be cut.","The magician displays two ropes, one of which is tied into a loop. The magician then causes the two ropes to link and unlink themselves.",Harlan Tarbell
904,86-1,Rope Magic,Tarbell's Zip-Over Rope Mystery,0:31:10,7,153,Learn a way to steal the knots right off the center of another piece of rope.,"The magician displays a rope, which is then tied into a loop. The magician then causes the rope to visibly jump from one hand to the other.",Harlan Tarbell
905,86-1,Rope Magic,Crocheting with your Teeth,0:40:05,7,156,Restore a cut string by weaving the ends together in your mouth.,The magician displays a crochet hook and a ball of yarn. The magician then proceeds to crochet a chain stitch using only their teeth.,NONE
906,86-1,Rope Magic,Borrowed Ring on Loop of String,0:46:32,7,159,A sneaky wager with a silly solution becomes a real mystery as a knot visibly melts back into a piece of rope.,A ring is borrowed from a spectator and then threaded onto a loop of string. The ring is then visibly pulled free from the string.,NONE
